id,name,host_id,hosts_time_as_user_years,hosts_time_as_user_months,hosts_time_as_host_years,hosts_time_as_host_months,host_location,host_is_superhost,host_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,price_log,reviews_minmax,price_zscore,price_log_zscore,review_activity,price_per_person,long_stay_listing,room_type_Entire home/apt,room_type_Hotel room,room_type_Private room,room_type_Shared room,review_activity_ordinal
1346636319334066169,Modern 3b/3b with Rooftop Views of Downtown & Mts!,676301808,1,4,1.0,4.0,"Denver, CO",1,2,1,1,Highland,39.7605,-105.01402,Entire townhouse,7,3.0,3 baths,3.0,3.0,689.27,1.0,27.0,1,2,7,24,177,7,4,1,68,6,28,19300.0,2025-03-24,2026-06-28,5.0,5.0,4.86,5.0,5.0,4.86,4.86,2018-BFN-0008425,2,1,1,0,0.45,6.537082825399551,0.00389321468298109,0.23573563993073834,1.7260477691084017,Low,98.46714285714286,0,True,False,False,False,0
1346791326692358561,Washington Park Cottage,16550111,12,0,9.0,10.0,"Denver, CO",1,1,1,1,Washington Park,39.70586791624701,-104.9676957693115,Entire cottage,3,1.0,1 bath,1.0,2.0,259.67,1.0,14.0,1,5,13,21,226,55,55,6,53,26,255,66216.0,2025-08-31,2026-06-28,5.0,5.0,4.98,4.98,4.98,5.0,4.95,2025-BFN-0027673,1,1,0,0,5.43,5.563255239519225,0.030589543937708564,-0.009339957142680287,0.47368150024764294,High,86.55666666666667,0,True,False,False,False,2
1347107111100630593,Cozy Luxury Living in Downtown!,94118068,9,9,1.0,4.0,"Denver, CO",0,1,1,1,Union Station,39.75548788540575,-105.00398958726949,Entire condo,2,1.0,1 bath,1.0,1.0,118.56,30.0,365.0,1,0,0,13,288,0,0,0,108,0,0,0.0,,,,,,,,,,not listed,1,1,0,0,,4.783818337415737,0.0,-0.08983953233595335,-0.5286935598276125,Low,59.28,1,True,False,False,False,0
1321150655773858899,Cozy 2-Bed Condo Near Downtown,120293526,9,3,3.0,4.0,,0,13,1,1,Chaffee Park,39.79156,-105.02203,Entire townhouse,5,2.0,2 baths,2.0,3.0,163.31,29.0,365.0,1,0,30,60,150,0,0,0,150,0,0,0.0,,,,,,,,,,not listed,1,1,0,0,,5.1017548874637395,0.0,-0.06431082430747224,-0.11981932306203993,Low,32.662,0,True,False,False,False,0
1347890400305863929,Lux-Walk to City Park HotTub-Firepit-Cozy Porch,541122815,2,8,2.0,8.0,"Highlands Ranch, CO",1,6,1,1,City Park West,39.74814,-104.96088,Entire home,14,2.5,2.5 baths,3.0,9.0,511.29,1.0,1125.0,1,12,16,38,303,64,46,2,123,44,255,130379.0,2025-03-18,2026-06-11,4.98,4.97,4.98,5.0,4.98,4.94,4.83,2025-BFN-0000349,2,2,0,0,4.09,6.238890870942033,0.035595105672969966,0.13420269121768658,1.3425655687446996,High,36.520714285714284,0,True,False,False,False,2
1349317597805640242,Walk to City Park: Chic Home w/ Hot Tub & Yard,121718072,9,3,9.0,2.0,"Denver, CO",0,810,1,0,Whittier,39.7546642,-104.9637714,Entire home,4,2.0,2 baths,2.0,2.0,354.81,2.0,1125.0,1,3,16,35,310,52,33,3,130,39,231,81961.0,2025-03-01,2026-06-20,4.88,4.9,4.81,4.96,4.94,4.87,4.83,2024-BFN-0047577,69,69,0,0,3.2,5.874396880514125,0.028921023359288096,0.04493493183675418,0.8738173165561801,High,88.7025,0,True,False,False,False,2
1349653005007710006,Feel at home,485991134,3,7,1.0,4.0,,0,1,1,1,University Hills,39.6750713,-104.9327745,Entire townhouse,4,2.5,2.5 baths,2.0,2.0,113.97,29.0,365.0,1,0,0,0,238,1,0,0,58,1,0,0.0,2025-04-30,2025-04-30,5.0,4.0,5.0,5.0,5.0,4.0,5.0,not listed,1,1,0,0,0.07,4.744671224765649,0.0005561735261401557,-0.09245800763988024,-0.579037711212422,Low,28.4925,0,True,False,False,False,0
1349847116878043419,Modern Spacious TownHome in Central Park,11327134,12,5,6.0,7.0,"Centennial, CO",1,38,1,1,Stapleton,39.75477,-104.86578,Entire townhouse,6,3.0,3 baths,3.0,3.0,183.9,2.0,180.0,1,0,0,30,305,6,5,2,125,2,35,6437.0,2025-06-09,2026-06-21,5.0,5.0,4.83,5.0,5.0,4.83,4.83,S20129977-0001,15,15,0,0,0.47,5.219815138393079,0.003337041156840934,-0.05256476624475881,0.03200906843241862,Low,30.650000000000002,0,True,False,False,False,0
1350145958886293847,$0 Fees! 4000+sqft Home-King Ensuite Bath w/Garage,14126753,12,2,10.0,0.0,"Denver, CO",1,62,1,1,Athmar Park,39.70208764373901,-105.0200630482463,Private room in home,2,3.0,3 baths,,1.0,62.18,29.0,1125.0,1,0,0,0,273,2,2,0,93,1,116,7213.0,2025-07-31,2026-01-17,5.0,5.0,5.0,5.0,5.0,5.0,5.0,not listed,27,9,18,0,0.18,4.145987795373939,0.0011123470522803114,-0.12200285208222743,-1.3489593519290146,Low,31.09,0,False,False,True,False,0
1350154819193354532,Historic Cap Hill,306294159,6,7,6.0,7.0,"Denver, CO",1,1,1,1,Capitol Hill,39.73854960910255,-104.98047242847724,Entire rental unit,3,1.0,1 bath,1.0,1.0,222.0,1.0,365.0,1,7,13,32,291,28,24,3,111,15,168,37296.0,2025-05-04,2026-06-22,4.89,4.86,4.89,5.0,4.96,4.68,4.89,2020-BFN-0000090,1,1,0,0,1.99,5.407171771460119,0.01557285873192436,-0.030829709800398362,0.2729543146983402,Medium,74.0,0,True,False,False,False,1
1350996448513565639,"Cozy Apartment, Steps to Tennyson",677419480,1,4,1.0,4.0,"Denver, CO",1,1,1,1,Berkeley,39.77113174784788,-105.04626440380652,Entire home,3,1.0,1 bath,1.0,,,3.0,1125.0,1,2,2,2,2,47,28,0,2,41,196,,2025-02-19,2026-03-28,4.98,5.0,5.0,4.96,5.0,5.0,4.96,2024-BFN-0020104,1,1,0,0,2.83,,0.02614015572858732,,,Medium,,0,True,False,False,False,1
1321286299222557699,Mile High Hideaway,26770936,11,5,10.0,8.0,"Denver, CO",1,1,1,1,West Highland,39.7675,-105.05232,Entire home,10,1.0,2 baths,4.0,,,29.0,31.0,1,0,0,0,0,35,21,0,0,35,255,,2025-02-20,2025-11-24,5.0,5.0,4.97,5.0,5.0,4.97,4.94,2024-BFN-0043852,1,1,0,0,2.11,,0.01946607341490545,,,Medium,,0,True,False,False,False,1
1321494787994919514,Holly and Sage Studio,669217804,1,6,1.0,5.0,,0,1,1,1,Goldsmith,39.6762844,-104.9224852,Entire rental unit,1,1.0,1 bath,1.0,1.0,84.11,29.0,1125.0,1,23,53,83,83,0,0,0,83,0,0,0.0,,,,,,,,,,not listed,1,1,0,0,,4.4439445374888695,0.0,-0.10949235896346562,-0.9657796404331037,Low,84.11,0,True,False,False,False,0
1351495205684888860,Luxury 5-Bedroom Home in LoHi,431534249,4,7,1.0,4.0,"Colorado Springs, CO",1,1,1,1,Highland,39.7627509,-105.0084175,Entire home,10,4.0,4 baths,5.0,5.0,1156.0,2.0,35.0,1,16,36,54,128,24,18,3,128,16,126,145656.0,2025-03-19,2026-06-28,5.0,5.0,5.0,5.0,5.0,5.0,4.92,2023-BFN-0055678,1,1,0,0,1.54,7.053585727193677,0.013348164627363737,0.5019929337437661,2.3902832265491765,Medium,115.6,0,True,False,False,False,1
1351602505850077962,1Bd Cap Hill Gem! W/D,587309368,1,11,1.0,11.0,,0,20,1,1,Speer,39.72605,-104.97607,Entire rental unit,2,1.0,1 bath,1.0,1.0,84.4,29.0,365.0,1,0,0,20,115,0,0,0,115,0,0,0.0,,,,,,,,,,not listed,14,14,0,0,,4.447346100794524,0.0,-0.10932692152596261,-0.9614051462134257,Low,42.2,0,True,False,False,False,0
1351612161615834356,"Newly Renovated, Private Floor",677390421,1,4,1.0,4.0,,0,1,1,1,Indian Creek,39.68357,-104.89013,Private room in rental unit,2,1.0,1 private bath,,1.0,58.89,29.0,365.0,1,0,7,37,312,0,0,0,132,0,0,0.0,,,,,,,,,,not listed,1,0,1,0,,4.092509546276371,0.0,-0.12387971128700292,-1.4177336978795692,Low,29.445,0,False,False,True,False,0
1351696289628575839,Private Room Close to Downtown,8775957,12,9,8.0,7.0,"Denver, CO",1,1,1,1,Whittier,39.7547600932947,-104.96339958604668,Private room in townhouse,1,1.5,1.5 shared baths,,1.0,57.87,29.0,365.0,1,11,41,71,251,3,2,1,166,1,116,6713.0,2025-04-07,2026-05-31,5.0,5.0,5.0,5.0,5.0,5.0,5.0,not listed,1,0,1,0,0.2,4.07533162304017,0.001668520578420467,-0.12446159468787556,-1.439824930395488,Low,57.87,0,False,False,True,False,0
1351837617594725686,King Suite in Cap Hill,223562199,7,7,7.0,7.0,"Denver, CO",1,4,1,1,Five Points,39.7489202,-104.9873656,Room in hotel,2,2.0,2 baths,1.0,1.0,179.0,1.0,365.0,1,13,32,55,210,88,65,5,126,59,255,45645.0,2025-02-16,2026-06-24,4.82,4.81,4.9,4.91,4.92,4.65,4.8,2014-BFN-0002668,4,1,3,0,5.28,5.19295685089021,0.048943270300333706,-0.05536008846463719,-0.0025313510377795428,High,89.5,0,False,False,True,False,2
1352345875547800955,"$0 Fees! 4000+SqFt Home-Queen Rm, Near Park/Lake#3",14126753,12,2,10.0,0.0,"Denver, CO",1,62,1,1,Athmar Park,39.70142,-105.02147,Private room in home,2,2.0,2 shared baths,,1.0,53.43,29.0,1125.0,1,27,57,87,362,1,1,0,182,1,58,3099.0,2025-08-31,2025-08-31,5.0,5.0,5.0,5.0,5.0,5.0,5.0,not listed,27,9,18,0,0.1,3.9969154724461085,0.0005561735261401557,-0.1269944989034388,-1.5406700320970705,Low,26.715,0,False,False,True,False,0
1352974722382308519,Modern Denver Home,144689209,8,10,1.0,3.0,"Denver, CO",0,2,1,1,Washington Virginia Vale,39.7105049,-104.9183999,Entire home,8,3.0,3 baths,4.0,4.0,685.0,2.0,90.0,1,0,8,32,207,11,11,0,122,11,77,52745.0,2025-08-10,2025-12-27,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2025-BFN-0002165,1,1,0,0,1.02,6.530877627725885,0.006117908787541713,0.2332997162819872,1.7180677320147844,Medium,85.625,0,True,False,False,False,1
1321853267349842902,Work-Play-Relax-Studio: private entrance & parking,14129709,12,2,12.0,2.0,"Los Angeles, CA",0,3,1,1,Goldsmith,39.67628,-104.92249,Entire rental unit,3,1.0,1 bath,1.0,1.0,95.69,29.0,90.0,1,30,60,90,90,1,0,0,90,1,0,0.0,2025-01-14,2025-01-14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,not listed,2,2,0,0,0.06,4.5715099844954565,0.0005561735261401557,-0.10288627094179387,-0.8017273325917987,Low,31.896666666666665,0,True,False,False,False,0
1322051312777015619,High Rise Denver Condo with Amazing Views,354894350,5,11,4.0,11.0,,1,3,1,1,Five Points,39.74795,-104.97959,Entire condo,4,2.0,2 baths,2.0,3.0,130.17,29.0,365.0,1,0,2,32,252,3,3,0,109,1,174,22650.0,2025-08-30,2026-03-03,5.0,5.0,5.0,5.0,5.0,5.0,4.67,not listed,3,3,0,0,0.3,4.876494191827054,0.001668520578420467,-0.08321633009660888,-0.409510127682729,Low,32.5425,0,True,False,False,False,0
1322652727079346002,Cozy Urban Retreat,33212795,11,1,1.0,6.0,"Denver, CO",1,2,1,1,Lincoln Park,39.73526,-104.99915,Entire guesthouse,6,2.0,2 baths,2.0,3.0,350.5,1.0,1125.0,1,16,31,54,143,12,11,3,143,4,77,26989.0,2025-06-29,2026-06-20,4.83,4.67,4.83,4.92,5.0,4.67,4.58,2024-BFN-0026838,2,2,0,0,0.98,5.86220971125072,0.006674082313681868,0.042476189231106055,0.8581443166127788,Medium,58.416666666666664,0,True,False,False,False,1
1322793089489556317,Addis 2 Brand New Room,502830305,3,4,3.0,3.0,,1,3,1,1,DIA,39.81659,-104.76894,Private room in home,2,1.0,1 private bath,2.0,2.0,116.8,5.0,365.0,1,25,55,85,360,12,10,1,180,9,100,11680.0,2025-05-24,2026-06-01,5.0,4.92,5.0,4.83,5.0,4.92,5.0,2023-BFN-0007875,3,0,3,0,0.89,4.768988271217486,0.006674082313681868,-0.09084356643941986,-0.5477653903456117,Medium,58.4,0,False,False,True,False,1
1353193392793649173,$0 Fees! 4000+SqFt Home-KING w/Garage Park/Lake#4,14126753,12,2,10.0,0.0,"Denver, CO",1,62,1,1,Athmar Park,39.7040054109056,-105.02136348527904,Private room in home,2,2.0,2 baths,,1.0,57.02,29.0,1125.0,1,0,30,60,335,2,2,0,155,1,116,6614.0,2025-09-14,2026-04-12,5.0,5.0,5.0,5.0,5.0,5.0,5.0,not listed,27,9,18,0,0.21,4.060787778693258,0.0011123470522803114,-0.12494649752193608,-1.4585286725606563,Low,28.51,0,False,False,True,False,0
1353843305316674788,Luxury PH Condo | Stunning Views | Private Balcony,43625239,10,9,5.0,0.0,"Aspen, CO",0,7,1,1,Union Station,39.7543617,-105.0044607,Entire rental unit,4,1.5,1.5 baths,1.0,1.0,418.0,2.0,365.0,1,10,13,14,18,20,12,0,18,13,84,35112.0,2025-04-05,2026-05-10,4.85,4.85,4.7,4.7,4.75,5.0,4.75,2024-BFN-0047759,1,1,0,0,1.33,6.037870919922137,0.011123470522803115,0.08098317899473678,1.0840489589510063,Medium,104.5,0,True,False,False,False,1
1355773892305427291,Cozy House with Clawfoot Tub,3904201,13,8,1.0,4.0,"Denver, CO",1,1,1,1,Congress Park,39.73404422289829,-104.94230415333412,Entire home,4,1.0,1 bath,2.0,2.0,,30.0,365.0,1,1,2,30,295,5,3,1,115,4,180,,2025-04-03,2026-06-01,4.8,5.0,4.6,5.0,5.0,5.0,4.8,not listed,1,1,0,0,0.33,,0.0027808676307007787,,,Low,,1,True,False,False,False,0
1355842200127444028,Fully Furnished 3BR Home Near Wash Park,3023868,13,11,13.0,11.0,"Louisville, CO",1,115,1,1,Washington Park,39.70346,-104.96632,Entire home,6,2.0,2 baths,3.0,3.0,257.9,30.0,1125.0,1,28,58,88,354,2,1,0,183,2,60,15474.0,2025-05-31,2025-07-27,5.0,5.0,5.0,5.0,5.0,5.0,4.0,not listed,15,15,0,0,0.15,5.556441886757492,0.0011123470522803114,-0.01034969598537107,0.46491936072688783,Low,42.98333333333333,1,True,False,False,False,0
1356769522225753456,$0 Fees! 4000+SqFt Home-Queen Rm; Near Lake/Park#6,14126753,12,2,10.0,0.0,"Denver, CO",1,62,1,1,Athmar Park,39.701901873879784,-105.02160708937342,Private room in home,1,2.0,2 shared baths,,1.0,54.5,29.0,1125.0,1,0,0,0,242,0,0,0,62,0,0,0.0,,,,,,,,,,not listed,27,9,18,0,,4.0163830207523885,0.0,-0.12638409180644497,-1.5156342853286495,Low,54.5,0,False,False,True,False,0
1358115262185567374,"Luxury Unit with Mountain View, Gym, Pool, Hot Tub",126841016,9,2,3.0,10.0,"Denver, CO",1,1,1,1,Hale,39.73161,-104.94037,Entire rental unit,2,1.0,1 bath,1.0,1.0,388.0,1.0,1125.0,1,9,33,33,33,21,18,3,33,11,126,48888.0,2025-06-11,2026-06-22,5.0,5.0,4.9,4.95,5.0,5.0,4.95,2025-BFN-0009515,1,1,0,0,1.64,5.963579343618446,0.01167964404894327,0.06386896132201202,0.9885081614091791,Medium,194.0,0,True,False,False,False,1
1358294307920661720,NEW! Central Denver 2bd/2ba 30 days+,2150,17,10,9.0,7.0,"Denver, CO",1,2,1,1,Baker,39.72124,-104.99677,Entire home,5,1.0,2 baths,2.0,,,29.0,95.0,1,0,0,0,0,1,1,0,0,1,58,,2025-07-12,2025-07-12,5.0,5.0,5.0,5.0,5.0,5.0,5.0,not listed,2,2,0,0,0.08,,0.0005561735261401557,,,Low,,0,True,False,False,False,0
1323255312189006815,"Playful, historic downtown hotel",595958114,1,10,1.0,6.0,"Denver, CO",1,10,1,1,CBD,39.74674,-104.9975,Room in hotel,2,1.0,1 private bath,1.0,1.0,228.74,1.0,1125.0,1,0,16,38,193,23,10,0,133,18,70,16012.0,2025-01-01,2026-05-17,4.91,4.91,4.96,4.96,4.96,4.96,4.91,2014-BFN-1072991,10,0,10,0,1.26,5.436948234717258,0.012791991101223582,-0.026984715563259525,0.31124758008730785,Medium,114.37,0,False,False,True,False,1
1323996114879062910,Exquisite Craftsman | RiNo+Cole | Backyard Garden,107279139,9,6,9.0,6.0,"Denver, CO",1,73,1,1,Cole,39.76642,-104.96253,Entire home,10,1.0,3 baths,4.0,,,1.0,365.0,1,0,0,0,0,20,10,0,0,17,70,,2025-02-09,2026-03-23,4.7,4.75,4.85,4.95,4.75,4.9,4.65,2024-BFN-0045933,20,20,0,0,1.18,,0.011123470522803115,,,Medium,,0,True,False,False,False,1
1358902448407246739,Chic Denver Family Retreat Free Parking & Prime Lo,536836000,2,9,2.0,9.0,,0,3,1,1,Congress Park,39.7343759,-104.9410528,Entire home,10,1.0,1 bath,3.0,4.0,197.15,29.0,1125.0,1,19,49,79,354,0,0,0,174,0,0,0.0,,,,,,,,,,not listed,1,1,0,0,,5.289024319636444,0.0,-0.04500598677263871,0.12101378070528765,Low,19.715,0,True,False,False,False,0
1359597876864611100,10 Mi to Red Rocks: Denver Home w/ Fire Pit!,121718072,9,3,9.0,2.0,"Denver, CO",0,810,1,0,Harvey Park,39.66860229122461,-105.04095393301952,Entire home,5,2.0,2 baths,3.0,3.0,218.27,29.0,1125.0,1,10,26,56,331,4,3,0,151,4,174,37979.0,2025-04-29,2025-11-30,4.25,4.5,3.25,4.5,4.25,4.25,4.0,2023-BFN-0059924,69,69,0,0,0.28,5.39030384716041,0.002224694104560623,-0.03295757753104047,0.2512617484525853,Low,43.654,0,True,False,False,False,0
1360295139308342666,Peaceful Weekend stay in DNVR,372164165,5,8,2.0,7.0,"Denver, CO",1,2,1,1,Cole,39.76718,-104.9643,Entire home,5,2.0,2 baths,3.0,4.0,551.0,2.0,7.0,1,21,49,75,75,4,3,0,75,2,21,11571.0,2025-06-01,2026-05-17,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2023-BFN-0034922,2,1,1,0,0.3,6.313548046277095,0.002224694104560623,0.15685621067714992,1.438576535648594,Low,110.2,0,True,False,False,False,0
1361019753692500104,< 1 Block to City Park: New-Build Apt in Denver!,121718072,9,3,9.0,2.0,"Denver, CO",0,810,1,0,City Park,39.74236719537999,-104.94746152330816,Entire rental unit,6,1.0,1 bath,3.0,4.0,231.8,2.0,1125.0,1,7,19,41,303,49,41,3,123,27,255,59109.0,2025-03-23,2026-06-17,5.0,4.98,5.0,4.9,4.98,4.98,4.98,2025-BFN-0000275,69,69,0,0,3.16,5.450179715857283,0.02725250278086763,-0.025239065360641598,0.3282635908340715,Medium,38.63333333333333,0,True,False,False,False,1
1361058353402137625,Denver Baker Neighborhood,58096869,10,4,9.0,11.0,"Denver, CO",1,6,1,1,Speer,39.72123107754122,-104.98709083345364,Entire rental unit,3,1.0,1 bath,2.0,2.0,176.5,2.0,15.0,1,6,10,28,208,27,21,4,123,17,147,25946.0,2025-03-02,2026-06-23,5.0,4.96,5.0,4.96,4.96,4.85,4.96,2018-BFN-0000210,1,1,0,0,1.67,5.178970608915471,0.015016685205784204,-0.05678627327069759,-0.02051800281398134,Medium,58.833333333333336,0,True,False,False,False,1
1361536961115027767,Gorgeous modern 3-story townhome,439082774,4,5,1.0,4.0,,0,1,1,1,West Colfax,39.73895647691088,-105.04093342774266,Entire home,3,2.5,2.5 baths,2.0,2.0,118.63,30.0,365.0,1,0,0,20,200,0,0,0,115,0,0,0.0,,,,,,,,,,not listed,1,1,0,0,,4.784403646182813,0.0,-0.08979959916138366,-0.5279408383321623,Low,39.54333333333333,1,True,False,False,False,0
1326264645792943823,Central Denver Hangout with Huge Backyard,72164908,10,1,5.0,1.0,"Denver, CO",1,235,1,1,Chaffee Park,39.78776,-105.00814,Entire home,4,1.0,1 bath,2.0,2.0,402.0,1.0,28.0,1,8,30,46,317,34,20,0,137,26,140,56280.0,2025-01-17,2026-05-24,4.68,4.71,4.74,4.91,4.94,4.68,4.68,2024-BFN-0047486,24,23,1,0,1.92,5.998936561946683,0.018909899888765295,0.07185559623595024,1.0339784153196805,Medium,100.5,0,True,False,False,False,1
1327074027549729022,Capitol Hill with private Patio,160014754,8,7,1.0,5.0,"Denver, CO",0,6,1,1,Speer,39.72715,-104.98096,Entire rental unit,2,1.0,1 bath,1.0,1.0,115.8,30.0,365.0,1,30,60,90,90,1,0,0,90,1,0,0.0,2025-05-31,2025-05-31,4.0,2.0,3.0,3.0,5.0,5.0,4.0,not listed,1,1,0,0,0.08,4.760463070394127,0.0005561735261401557,-0.09141404036184403,-0.5587290086505786,Low,57.9,1,True,False,False,False,0
1327651456081607520,Cozy Guest Suite by Cherry Creek-Private Entrance,317846269,6,6,6.0,6.0,"Denver, CO",1,1,1,1,Country Club,39.7214,-104.97285,Entire guesthouse,4,1.0,1 bath,2.0,2.0,239.5,2.0,28.0,1,15,37,67,67,53,35,2,67,37,245,58678.0,2025-03-16,2026-06-28,4.85,4.92,4.98,4.94,4.98,4.91,4.77,2024-BFN-0048668,1,1,0,0,3.37,5.482720089545816,0.029477196885428252,-0.02084641615797558,0.3701113131357587,High,59.875,0,True,False,False,False,2
1361573248672469733,RiNo Moroccan Oasis Loft • Wellness Retreat,32622027,11,1,8.0,0.0,"Denver, CO",1,1,1,1,Five Points,39.7652521,-104.9798845,Entire loft,3,1.5,1.5 baths,1.0,3.0,266.64,2.0,28.0,1,5,9,25,285,64,53,3,105,38,255,67993.0,2025-03-23,2026-06-15,4.97,4.95,4.97,4.94,4.95,4.97,4.92,2023-BFN-0022271,1,1,0,0,4.13,5.589642793914616,0.035595105672969966,-0.005363753903383917,0.5076165453435805,High,88.88,0,True,False,False,False,2
1362476174927723335,New Guest House - Private Patio w/ Firepit -1b/1ba,230520165,7,6,6.0,6.0,"Denver, CO",1,2,1,1,Berkeley,39.7794098665208,-105.04799450740968,Entire guesthouse,4,1.0,1 bath,1.0,,,1.0,1125.0,1,0,0,0,0,38,25,0,0,37,175,,2025-03-13,2026-01-02,5.0,4.97,4.97,4.87,5.0,4.95,4.95,2024-BFN-0043132,1,1,0,0,2.39,,0.021134593993325918,,,Medium,,0,True,False,False,False,1
1362952042287121672,cheesman charm,33688404,11,1,1.0,4.0,"Denver, CO",0,2,1,1,Cheesman Park,39.73581838923133,-104.97093871235847,Entire rental unit,2,1.0,1 bath,1.0,,38.11,90.0,365.0,1,0,5,35,310,0,0,0,128,0,0,0.0,,,,,,,,,,not listed,2,2,0,0,,3.666378188767423,0.0,-0.13573415939497693,-1.9657491227718713,Low,19.055,1,True,False,False,False,0
1363350565540038057,Single Family Luxury - LoHi @ Broncos Stadium,22959036,11,8,9.0,7.0,"Denver, CO",1,3,1,1,Jefferson Park,39.748954,-105.023973,Entire home,8,3.0,3 baths,4.0,4.0,611.0,2.0,30.0,1,9,19,44,132,29,23,0,132,26,161,98371.0,2025-04-28,2026-05-03,4.93,4.93,4.9,4.97,4.9,5.0,4.76,2025-BFN-0002965,1,1,0,0,2.03,6.416732282512326,0.016129032258064516,0.19108464602259945,1.57127400572729,Medium,76.375,0,True,False,False,False,1
1363431562297186471,$0Fees - 3Bdrm-3Bath w/Garage; Near Park w/Lake Z:,14126753,12,2,10.0,0.0,"Denver, CO",1,62,1,1,Athmar Park,39.699794272852216,-105.01436013407547,Entire home,6,3.0,3 baths,3.0,3.0,155.71,29.0,1125.0,1,14,20,50,325,1,0,0,145,1,0,0.0,2025-04-26,2025-04-26,5.0,5.0,5.0,5.0,5.0,5.0,5.0,not listed,27,9,18,0,0.07,5.054396963535125,0.0005561735261401557,-0.06864642611789584,-0.18072278005114906,Low,25.951666666666668,0,True,False,False,False,0
1363485169197073495,"$0 Fees -4 Bedrooms -4 Ensuite Bathrooms, Pets OK!",14126753,12,2,10.0,0.0,"Denver, CO",1,62,1,1,Mar Lee,39.68524,-105.04473,Entire home,8,4.0,4 baths,4.0,4.0,257.05,29.0,1125.0,1,2,32,62,337,0,0,0,157,0,0,0.0,,,,,,,,,,not listed,27,9,18,0,,5.553153364594737,0.0,-0.010834598819431586,0.4606902402021158,Low,32.13125,0,True,False,False,False,0
1363856183665263650,New construction | Near Anschutz,62952352,10,3,4.0,2.0,"Denver, CO",1,4,1,1,East Colfax,39.73696,-104.88877,Entire home,3,1.0,1 bath,2.0,2.0,114.5,29.0,150.0,1,0,0,0,120,0,0,0,0,0,0,0.0,,,,,,,,,,not listed,2,2,0,0,,4.749270529961848,0.0,-0.09215565646099544,-0.5731228914112264,Low,38.166666666666664,0,True,False,False,False,0
1327671152452797338,Cozy Pet-Friendly Apartment in Denver,131833930,9,1,1.0,5.0,"Denver, CO",1,1,1,1,Speer,39.71908,-104.98123,Entire rental unit,5,1.0,1 bath,2.0,2.0,249.0,1.0,60.0,1,6,11,28,298,83,51,6,118,63,255,63495.0,2025-01-08,2026-06-29,4.98,4.98,4.89,4.99,4.98,4.98,4.84,2024-BFN-0047351,1,1,0,0,4.62,5.521460917862246,0.046162402669632924,-0.01542691389494607,0.4199329728573446,High,49.8,0,True,False,False,False,2
1328475600209427526,Cozy Clean LoHi Rooftop Hot Tub w/View of Denver,671277925,1,5,1.0,5.0,"Denver, CO",1,1,1,1,Highland,39.76849,-104.99945,Entire townhouse,6,2.5,2.5 baths,2.0,2.0,436.0,1.0,1125.0,1,9,24,45,307,78,56,3,131,55,255,111180.0,2025-01-28,2026-06-22,4.91,4.88,4.91,4.96,4.92,4.88,4.85,2024-BFN-0047554,1,1,0,0,4.51,6.07993319509559,0.04338153503893215,0.09125170959837164,1.1381420811653986,High,72.66666666666667,0,True,False,False,False,2
1328481042522133660,Tiny House Downtown Denver,49223382,10,7,10.0,7.0,"Denver, CO",1,12,1,1,City Park West,39.74111,-104.97322,Tiny home,2,1.0,1 bath,,1.0,196.0,1.0,1125.0,1,13,35,47,280,78,60,4,101,40,255,49980.0,2025-02-07,2026-06-15,4.87,4.96,4.83,4.88,4.97,4.63,4.78,2020-BFN-0003914,6,6,0,0,4.6,5.2832037287379885,0.04338153503893215,-0.04566203178342649,0.11352835740063368,High,98.0,0,True,False,False,False,2
1329132955255062494,Downtown Denver Furnished 1 BDR w/ Rooftop Pool,3023868,13,11,13.0,11.0,"Louisville, CO",1,115,1,1,CBD,39.74715,-104.99764,Entire rental unit,4,1.0,1 bath,1.0,2.0,110.28,30.0,1125.0,1,0,13,43,318,2,1,0,138,2,60,6617.0,2025-06-27,2025-08-20,5.0,5.0,5.0,5.0,5.0,5.0,5.0,not listed,15,15,0,0,0.16,4.712049547615187,0.0011123470522803114,-0.09456305641362539,-0.620989991769326,Low,27.57,1,True,False,False,False,0
1329199902773228109,Sunny Charming Duplex - unfurnished >3 mo. stay,42041325,10,10,8.0,7.0,"Denver, CO",0,1,1,1,Speer,39.7189,-104.9815,Entire home,2,1.0,1 bath,1.0,,37.57,90.0,1125.0,1,30,60,90,90,0,0,0,90,0,0,0.0,,,,,,,,,,not listed,1,1,0,0,,3.6524747722201365,0.0,-0.136042215313086,-1.9836292590076934,Low,18.785,1,True,False,False,False,0
