id,name,host_id,hosts_time_as_user_years,hosts_time_as_user_months,hosts_time_as_host_years,hosts_time_as_host_months,host_location,host_is_superhost,host_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,price_log,reviews_minmax,price_zscore,price_log_zscore,review_activity,price_per_person,long_stay_listing,room_type_Entire home/apt,room_type_Hotel room,room_type_Private room,room_type_Shared room,review_activity_ordinal
38134365,2 Bedroom Suite with Hot Tub,283810192,6,10,6.0,10.0,,1,2,1,1,North Park Hill,39.7582,-104.93039,Entire guest suite,4,1.0,1 bath,2.0,,,2.0,28.0,1,0,1,1,1,30,0,0,1,2,0,,2019-11-03,2025-04-27,4.97,4.93,5.0,4.93,4.93,4.97,4.87,2019-BFN-0007395,2,2,0,0,0.37,,0.01668520578420467,,,Medium,,0,True,False,False,False,1
38187231,Rooms @ Highland Park 1,90602667,9,10,9.0,10.0,"Denver, CO",1,2,1,1,West Highland,39.76201,-105.027,Entire home,2,1.0,1 bath,1.0,1.0,75.0,1.0,6.0,1,16,41,66,154,137,53,7,154,51,255,19125.0,2019-09-05,2026-06-27,4.89,4.96,4.92,4.96,4.97,4.92,4.9,2019-BFN-0010984,2,2,0,0,1.65,4.330733340286331,0.07619577308120133,-0.11468937639674971,-1.1113720293626428,High,37.5,0,True,False,False,False,2
38193967,Carriage House - Historic Registry Heart of Denver,290230837,6,10,6.0,10.0,"Denver, CO",0,7,1,1,Cheesman Park,39.73764,-104.97011,Entire home,3,1.5,1.5 baths,1.0,4.0,112.37,29.0,1125.0,1,0,0,0,149,160,0,0,0,0,0,0.0,2019-09-02,2024-09-09,4.94,4.89,4.92,4.95,4.96,4.94,4.84,2020-BFN-0000010,7,6,1,0,1.92,4.730656806029507,0.08898776418242492,-0.0933707659157589,-0.5970605989980136,High,37.45666666666667,0,True,False,False,False,2
37106808,Wash Park Guest Suite - Clean & Bright,298635750,6,9,6.0,9.0,,0,1,1,1,Washington Park West,39.695,-104.97668,Entire guest suite,2,1.0,1 bath,1.0,1.0,177.0,1.0,1125.0,1,7,15,15,15,153,11,5,15,14,77,13629.0,2020-06-23,2026-06-27,4.94,4.93,4.95,4.95,4.97,4.99,4.92,2020-BFN-0004989,1,1,0,0,2.09,5.181783550292085,0.08509454949944383,-0.05650103630948551,-0.01690049089767007,High,88.5,0,True,False,False,False,2
37119251,Bright and Artsy Guest Suite in RiNo,33442263,11,1,6.0,10.0,"Denver, CO",1,2,1,1,Five Points,39.75285,-104.98469,Entire guest suite,6,1.0,1 bath,1.0,3.0,239.39,2.0,1125.0,1,11,31,58,58,266,29,4,58,29,203,48596.0,2019-08-17,2026-06-20,4.92,4.92,4.97,4.96,4.98,4.53,4.81,2019-BFN-0006867,1,1,0,0,3.18,5.482262604458088,0.14794215795328142,-0.020909168289442247,0.36952297604130424,High,39.89833333333333,0,True,False,False,False,2
37122884,Extended-Stay Denver University Executive Condo,71219944,10,1,6.0,11.0,"Denver, CO",0,1,1,1,Rosedale,39.67783,-104.97512,Entire condo,2,1.0,1 bath,2.0,2.0,100.9,30.0,1125.0,1,0,0,0,264,0,0,0,84,0,0,0.0,,,,,,,,,,not listed,1,1,0,0,,4.623991940228679,0.0,-0.099914101805964,-0.7342342444547282,Low,50.45,1,True,False,False,False,0
37181275,"Luxury home on park, Near Sloan’s lake, roof deck",1275081,14,8,13.0,7.0,"Denver, CO",1,10,1,1,West Colfax,39.7354,-105.04831,Entire townhouse,4,2.5,2.5 baths,2.0,3.0,124.16,29.0,365.0,1,4,34,64,113,30,10,0,65,10,255,31661.0,2021-01-16,2026-01-22,4.93,4.93,4.67,4.83,4.93,4.47,4.83,2023-BFN-0031043,2,2,0,0,0.45,4.829592918800682,0.01668520578420467,-0.08664487837037807,-0.46982632036047045,Medium,31.04,0,True,False,False,False,1
37206363,Private Cap Hill Guest House - Amazing Location!,280045010,6,11,6.0,11.0,,1,1,1,1,Capitol Hill,39.73014,-104.97673,Entire guesthouse,5,1.0,1 bath,1.0,3.0,192.0,1.0,1125.0,1,11,23,53,53,610,78,8,53,84,255,48960.0,2019-09-03,2026-06-26,4.87,4.85,4.81,4.94,4.93,4.91,4.79,2019-BFN-0010221,1,1,0,0,7.34,5.262690188904886,0.339265850945495,-0.04794392747312313,0.08714743975730588,High,38.4,0,True,False,False,False,2
37284288,Updated Home in desirable West Highlands,55350488,10,5,8.0,0.0,"Denver, CO",0,1,1,1,West Highland,39.76416,-105.04424,Entire rental unit,2,1.0,1 bath,1.0,,,29.0,1125.0,1,0,0,0,0,173,0,0,0,0,0,,2019-08-08,2024-07-05,4.84,4.92,4.87,4.89,4.95,4.97,4.88,2020-BFN-0001609,1,1,0,0,2.06,,0.09621802002224694,,,High,,0,True,False,False,False,2
37287607,COZY TOWNHOUSE IN SOUTH DENVER,37205164,10,11,6.0,11.0,"Englewood, CO",0,1,1,1,Indian Creek,39.68798,-104.90333,Entire townhouse,6,1.5,1.5 baths,2.0,2.0,200.29,30.0,730.0,1,28,58,88,178,0,0,0,178,0,0,0.0,,,,,,,,,,not listed,1,1,0,0,,5.3047466543129405,0.0,-0.04321469865622685,0.1412330904702544,Low,33.38166666666667,1,True,False,False,False,0
37333429,"Private Unit-Full Kitchen,2 blocks from City Park!",11357766,12,5,9.0,7.0,"Denver, CO",1,1,1,1,City Park West,39.74952588767458,-104.9607613623647,Entire guesthouse,4,1.0,1 bath,1.0,2.0,251.5,2.0,1125.0,1,18,45,58,58,208,24,5,58,18,168,42252.0,2019-08-11,2026-06-28,4.99,5.0,4.98,4.96,4.99,4.98,4.92,2019-BFN-0007500,1,1,0,0,2.48,5.531411248715415,0.11568409343715239,-0.014000729088885675,0.4327293434933726,High,62.875,0,True,False,False,False,2
38226704,Classy and Cozy Carriage House (M),54861879,10,5,6.0,8.0,"Denver, CO",1,3,1,1,West Highland,39.75878,-105.02995,Entire guesthouse,4,1.0,1 bath,1.0,3.0,90.85,29.0,360.0,1,12,36,43,296,22,3,0,116,3,174,15808.0,2020-06-25,2026-02-13,4.95,4.95,4.95,5.0,5.0,5.0,4.95,not listed,3,3,0,0,0.3,4.520156811661135,0.012235817575083427,-0.1056473647263268,-0.8677687781096345,Medium,22.7125,0,True,False,False,False,1
38257752,Magical Mid-Century Modern Gem!,227453479,7,7,7.0,6.0,"Littleton, CO",0,2,1,1,Virginia Village,39.69122,-104.93093,Entire home,8,2.0,2 baths,3.0,6.0,282.58,31.0,365.0,1,0,7,37,312,0,0,0,132,0,0,0.0,,,,,,,,,,not listed,1,1,0,0,,5.647494270309412,0.0,0.0037296004200571744,0.5820149693470882,Low,35.3225,1,True,False,False,False,0
38262690,"Private Backyard, Fast Wi-fi, Near Downtown",32777746,11,1,5.0,1.0,"Denver, CO",1,2,1,1,Northeast Park Hill,39.764935,-104.927277,Entire townhouse,5,1.0,1 bath,2.0,,,2.0,1125.0,1,0,0,0,0,68,12,0,0,23,84,,2022-05-08,2025-12-25,4.91,4.84,4.85,4.97,4.91,4.66,4.81,2022-BFN-0003679,1,1,0,0,1.35,,0.03781979977753059,,,High,,0,True,False,False,False,2
37335033,Modern Jefferson park duplex! Minutes to Downtown,280912396,6,10,6.0,10.0,"Breckenridge, CO",0,1,1,1,Jefferson Park,39.75228,-105.01933,Entire home,4,2.0,2 baths,2.0,2.0,139.33,30.0,1125.0,1,0,0,0,238,7,1,0,58,1,60,8360.0,2020-10-15,2025-10-27,4.71,4.43,4.86,4.86,5.0,5.0,4.71,not listed,1,1,0,0,0.1,4.943996791763045,0.00389321468298109,-0.07799078896720357,-0.32270012101833967,Low,34.8325,1,True,False,False,False,0
37404547,Prime location near Sloans Lake park.,34193851,11,1,6.0,10.0,"Denver, CO",0,1,1,1,Sloan Lake,39.75435586279371,-105.04163024843216,Entire home,2,1.0,1 bath,1.0,1.0,349.29,7.0,30.0,1,12,29,29,29,2,0,0,29,0,0,0.0,2019-09-14,2021-10-17,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2021-BFN-0005080,1,1,0,0,0.02,5.85876138283622,0.0011123470522803114,0.04178591578497284,0.8537096813109151,Low,174.645,0,True,False,False,False,0
37452064,Chic Old World Charm Cherry Creek North,91097749,9,10,6.0,9.0,"Denver, CO",1,2,1,1,Cherry Creek,39.72482,-104.94677,Entire rental unit,4,1.0,1 bath,2.0,2.0,362.5,2.0,1125.0,1,3,13,28,303,62,5,0,123,9,35,12688.0,2019-09-23,2026-04-05,4.95,4.97,4.98,4.95,4.98,4.95,4.85,2019-BFN-0007510,2,2,0,0,0.75,5.895779296973574,0.034482758620689655,0.04932187630019596,0.9013156309485987,High,90.625,0,True,False,False,False,2
37494686,"10 mins downtown, Hot Tub, walkable, Covered Patio",73974178,10,1,5.0,10.0,"Denver, CO",0,2,1,1,Hale,39.73757,-104.93661,Entire home,6,1.0,2 baths,3.0,,,29.0,365.0,1,0,0,0,0,1,0,0,0,0,0,,2024-02-10,2024-02-10,5.0,5.0,5.0,5.0,5.0,5.0,5.0,not listed,1,1,0,0,0.03,,0.0005561735261401557,,,Low,,0,True,False,False,False,0
37497118,"Entire Home Minutes to RiNo, Art, Food/Breweries!",9383898,12,8,6.0,10.0,"Denver, CO",1,1,1,1,Clayton,39.76354,-104.95643,Entire townhouse,2,1.0,1 bath,1.0,1.0,92.06,30.0,1125.0,1,0,17,29,304,189,5,0,124,5,255,23475.0,2019-08-18,2026-05-29,4.9,4.92,4.88,4.98,5.0,4.81,4.75,2018-BFN-0007953,1,1,0,0,2.26,4.533244446416503,0.10511679644048944,-0.10495709128019357,-0.8509377573576646,High,46.03,1,True,False,False,False,2
37567133,1 Bedroom Suite with Hot Tub,283810192,6,10,6.0,10.0,,1,2,1,1,North Park Hill,39.75742,-104.93183,Entire guest suite,2,1.0,1 bath,1.0,,,1.0,28.0,1,0,2,2,2,232,38,2,2,38,255,,2019-08-26,2026-06-16,4.94,4.97,4.98,4.97,4.97,4.93,4.92,2019-BFN-0007395,2,2,0,0,2.78,,0.12903225806451613,,,High,,0,True,False,False,False,2
37589529,"Quiet Cherry Creek North (Adults only, No Smoking)",155717555,8,8,6.0,7.0,"Denver, CO",1,1,1,1,Cherry Creek,39.72378,-104.95353,Entire townhouse,2,1.0,1 bath,1.0,,,4.0,60.0,1,0,0,0,0,71,6,1,0,3,48,,2019-12-16,2026-06-05,4.66,4.8,4.76,4.87,4.87,4.94,4.56,2019-BFN-0011092,1,1,0,0,0.89,,0.039488320355951054,,,High,,0,True,False,False,False,2
37590420,Luxury Denver apartment,49126373,10,7,6.0,10.0,"Denver, CO",1,1,1,1,Stapleton,39.79929,-104.87431,Entire rental unit,2,1.0,1 bath,1.0,1.0,285.0,1.0,30.0,1,16,46,73,163,148,6,2,163,13,42,11970.0,2019-09-08,2026-06-16,4.82,4.85,4.87,4.92,4.89,4.82,4.78,2019-BFN-0008936,1,1,0,0,1.78,5.655991810819852,0.08231368186874305,0.005110147312323648,0.5929430158081389,High,142.5,0,True,False,False,False,2
38357351,Luxury Loft with Stunning Views,24157036,11,7,11.0,7.0,"Denver, CO",1,18,1,1,Union Station,39.75231,-105.00478,Entire loft,3,1.0,1 bath,1.0,1.0,145.65,30.0,1125.0,1,0,0,0,242,1,0,0,62,0,0,0.0,2021-03-07,2021-03-07,5.0,5.0,5.0,5.0,5.0,5.0,5.0,not listed,11,11,0,0,0.02,4.9880487954234605,0.0005561735261401557,-0.07438539377748289,-0.2660481589462618,Low,48.550000000000004,1,True,False,False,False,0
38381321,Fabulous Denver Townhome!,219351029,7,8,6.0,9.0,,0,2,1,1,Berkeley,39.76971,-105.02552,Entire townhouse,3,1.5,1.5 baths,2.0,2.0,139.4,30.0,365.0,1,0,28,58,333,8,0,0,153,0,0,0.0,2020-07-15,2023-12-05,4.88,5.0,4.88,5.0,4.75,4.75,4.25,not listed,1,1,0,0,0.11,4.944495491591711,0.004449388209121246,-0.07795085579263387,-0.32205878075157784,Low,46.46666666666667,1,True,False,False,False,0
38511409,"Denver Couples Retreat 2BR, 2 BA Hot Tub Privacy",85303919,9,11,7.0,7.0,"Denver, CO",1,3,1,1,Hampden,39.6578,-104.91975,Entire home,4,2.0,2 baths,2.0,2.0,371.0,1.0,1125.0,1,2,31,59,334,11,1,1,154,1,7,2597.0,2022-10-03,2026-06-21,5.0,5.0,5.0,5.0,4.91,5.0,4.91,2020-BFN-0000872,3,3,0,0,0.24,5.918893854273146,0.006117908787541713,0.054170904640801314,0.9310415211383546,Medium,92.75,0,True,False,False,False,1
38520103,Plant Lovers Paradise - 15 Minutes to Red Rocks,28988152,11,3,11.0,3.0,"Denver, CO",1,1,1,1,Harvey Park,39.68009,-105.04723,Entire guest suite,6,1.0,1 bath,3.0,3.0,296.0,2.0,1125.0,1,4,12,20,196,94,15,2,111,16,105,31080.0,2019-10-13,2026-06-21,4.97,4.97,4.98,4.98,4.99,4.86,4.89,2019-BFN-0008022,1,1,0,0,1.15,5.6937321388027,0.05228031145717464,0.011385360458989396,0.6414780074501484,High,49.333333333333336,0,True,False,False,False,2
37632838,Entire floor near Denver International Airport,278322713,6,11,6.0,10.0,"Denver, CO",0,1,1,1,Gateway - Green Valley Ranch,39.79752,-104.76993,Entire home,4,1.0,1 bath,1.0,,,29.0,1125.0,1,0,0,0,0,95,0,0,0,0,0,,2019-08-15,2020-03-12,4.85,4.88,4.96,4.97,4.94,4.98,4.86,not listed,1,1,0,0,1.13,,0.052836484983314794,,,High,,0,True,False,False,False,2
37684648,PrivateEntry/Driveway Unit -1NightStay-SBroadwayDU,284805380,6,10,6.0,10.0,"Denver, CO",0,1,1,1,Rosedale,39.66810257271933,-104.9796105715614,Entire guest suite,2,1.0,1 bath,1.0,1.0,97.0,1.0,7.0,1,6,15,35,205,585,96,12,120,85,255,24735.0,2019-08-16,2026-06-27,4.82,4.92,4.92,4.96,4.93,4.91,4.81,USE2024-037,1,1,0,0,6.99,4.584967478670572,0.3253615127919911,-0.10213895010341822,-0.78442066351334,High,48.5,0,True,False,False,False,2
37752915,Mid-century Modern Oasis! Close to RiNo! Private!,10088549,12,7,12.0,6.0,"Denver, CO",1,6,1,1,Cole,39.76907146059681,-104.96576586994776,Entire guesthouse,2,1.0,1 bath,,1.0,121.79,29.0,1125.0,1,0,28,58,127,152,3,0,127,21,174,21191.0,2019-11-02,2026-03-26,4.97,4.99,4.99,4.95,4.97,4.81,4.92,2024-BFN-0041305,1,1,0,0,1.87,4.810475579172421,0.08453837597330367,-0.08799690156652332,-0.4944116901404249,High,60.895,0,True,False,False,False,2
37780480,Modern Townhome with Rooftop Deck and Lake Views,10560907,12,6,10.0,10.0,"Denver, CO",0,2,1,1,West Colfax,39.74271,-105.0414,Entire townhouse,6,2.5,2.5 baths,2.0,4.0,150.87,29.0,365.0,1,0,0,0,70,177,0,0,0,0,0,0.0,2019-11-08,2024-12-27,4.99,4.97,4.97,4.97,4.99,4.97,4.92,2019-BFN-0010236,1,1,0,0,2.19,5.023024891742178,0.09844271412680757,-0.07140751990242877,-0.2210680373301855,High,25.145,0,True,False,False,False,2
37835957,Spire Denver | 1BR Stunning Mountain Views,24157036,11,7,11.0,7.0,"Denver, CO",1,18,1,1,CBD,39.74404,-104.99672,Entire condo,2,1.0,1 bath,1.0,,,30.0,1125.0,1,0,0,0,2,9,2,1,0,1,120,,2021-03-16,2026-06-24,5.0,5.0,5.0,5.0,4.89,5.0,4.56,not listed,11,11,0,0,0.14,,0.005005561735261402,,,Low,,1,True,False,False,False,0
37855501,Summer Special! LoDo/RiNo - Posh Condo in Denver,179381879,8,3,6.0,10.0,"Denver, CO",1,1,1,1,Union Station,39.75356,-105.0018,Entire condo,4,1.0,1 bath,1.0,2.0,111.7,30.0,1125.0,1,0,0,2,154,15,5,0,85,5,255,28484.0,2019-12-31,2026-02-28,5.0,4.87,5.0,5.0,5.0,5.0,4.93,not listed,1,1,0,0,0.19,4.724729421045731,0.008342602892102336,-0.09375298344378309,-0.6046833621276106,Medium,27.925,1,True,False,False,False,1
37896999,Comfy Spacious Stay A3,286713983,6,10,6.0,9.0,"Denver, CO",0,3,1,1,Gateway - Green Valley Ranch,39.79396,-104.73938,Private room in home,2,2.0,2 shared baths,,1.0,55.41,29.0,1125.0,1,29,59,89,364,29,0,0,184,0,0,0.0,2019-09-14,2020-08-23,4.93,4.83,5.0,5.0,5.0,5.0,4.97,not listed,3,0,3,0,0.35,4.032646447751885,0.016129032258064516,-0.125864960537039,-1.4947191175047307,Medium,27.705,0,False,False,True,False,1
37906008,*French Consulate Mansion Historic/Denver City*,287154690,6,10,6.0,10.0,,0,2,1,1,Capitol Hill,39.72878,-104.97878,Entire home,10,3.0,3 baths,5.0,7.0,1089.5,1.0,1125.0,1,21,47,70,328,195,8,1,156,18,56,61012.0,2019-09-02,2026-06-14,4.85,4.72,4.97,4.87,4.92,4.89,4.67,2019-BFN-0008062,1,1,0,0,2.35,6.994391585641684,0.10845383759733036,0.46405641790255947,2.3141581020725783,High,108.95,0,True,False,False,False,2
38521249,SkyLoft: A Unique Space in Denver,6498749,13,1,11.0,8.0,"Denver, CO",1,2,1,1,Skyland,39.7603,-104.95684,Entire guesthouse,2,1.0,1 bath,2.0,1.0,175.0,2.0,1125.0,1,6,13,33,295,450,66,5,115,71,255,44625.0,2019-09-15,2026-06-22,4.98,5.0,4.97,4.98,5.0,4.92,4.95,2019-BFN-0008525,1,1,0,0,5.44,5.170483995038151,0.25027808676307006,-0.05764198415433383,-0.031431997355625275,High,87.5,0,True,False,False,False,2
38650826,Private Room in Large SE Denver Condo,20243471,11,10,11.0,10.0,"Denver, CO",0,1,1,1,Windsor,39.70527,-104.88126,Private room in condo,1,1.0,1 private bath,,1.0,80.9,29.0,364.0,1,27,57,87,87,0,0,0,87,0,0,0.0,,,,,,,,,,not listed,1,0,1,0,,4.405498990859024,0.0,-0.11132358025444718,-1.0152215606305144,Low,80.9,0,False,False,True,False,0
38704300,Live Like Royalty in this Executive Condo,100535512,9,8,9.0,8.0,"Denver, CO",0,2,1,1,Union Station,39.75095,-104.9958,Entire rental unit,4,1.0,1 bath,2.0,2.0,108.17,30.0,730.0,1,11,39,61,336,7,0,0,156,0,0,0.0,2021-02-28,2023-11-05,5.0,4.71,4.86,5.0,5.0,4.86,4.86,not listed,2,2,0,0,0.11,4.6929063002921785,0.00389321468298109,-0.09576675638994035,-0.6456086794830478,Low,27.0425,1,True,False,False,False,0
38721623,Modern one bedroom with private patio!,245609130,7,4,6.0,8.0,"Denver, CO",0,1,1,1,Sunnyside,39.77621,-105.00795,Entire guest suite,2,1.0,1 bath,1.0,2.0,127.5,2.0,1125.0,1,7,22,37,120,319,31,2,120,38,217,27668.0,2019-10-13,2026-06-13,4.83,4.82,4.88,4.96,4.89,4.84,4.81,2019-BFN-0009646,1,1,0,0,3.9,4.855928904335275,0.1774193548387097,-0.08473949546948137,-0.4359575940900869,High,63.75,0,True,False,False,False,2
37915770,Cozy Private room in Super-Clean Home Near Airport,133083388,9,0,6.0,10.0,"Denver, CO",1,1,1,1,Gateway - Green Valley Ranch,39.77649,-104.77702,Private room in home,2,1.0,1 private bath,,1.0,105.0,1.0,29.0,1,16,18,18,158,446,79,5,73,94,255,26775.0,2019-08-28,2026-06-23,4.96,4.97,4.99,4.98,4.98,4.93,4.94,2019-BFN-0007096,1,0,1,0,5.35,4.663439094112067,0.24805339265850945,-0.09757515872402495,-0.683504232651401,High,52.5,0,False,False,True,False,2
37916879,The Hummingbird House,17524202,11,11,11.0,11.0,"Denver, CO",0,2,1,1,Cole,39.76446,-104.96708,Entire home,8,1.0,2.5 baths,4.0,,,29.0,365.0,1,0,0,0,0,1,0,0,0,0,0,,2019-11-15,2019-11-15,5.0,5.0,5.0,5.0,5.0,5.0,5.0,not listed,2,2,0,0,0.01,,0.0005561735261401557,,,Low,,0,True,False,False,False,0
38041125,"2bed - City Bungalow, 1 mile to Mile-High stadium",233991388,7,5,6.0,10.0,"Denver, CO",1,1,1,1,West Colfax,39.7399,-105.03775,Entire home,4,1.0,1 bath,2.0,2.0,345.0,1.0,1125.0,1,7,19,31,288,69,31,6,108,37,217,74865.0,2019-09-02,2026-06-26,4.99,4.97,4.97,4.99,4.99,4.87,4.94,2024-BFN-0023388,1,1,0,0,0.83,5.846438775057725,0.03837597330367074,0.03933858265777318,0.8378625041001382,High,86.25,0,True,False,False,False,2
38041906,Creekside Townhouse Downtown 2BR/3BA,998214,14,10,6.0,8.0,"Denver, CO",1,1,1,1,Auraria,39.75189,-105.00624,Entire townhouse,4,3.0,3 baths,2.0,2.0,495.9,3.0,10.0,1,0,7,28,59,149,31,2,59,26,217,107610.0,2019-10-31,2026-06-13,4.99,4.98,5.0,5.0,4.99,4.99,4.93,2019-BFN-0009424,1,1,0,0,1.84,6.208388798608275,0.0828698553948832,0.12542309755157874,1.3033391522054543,High,123.975,0,True,False,False,False,2
40255025,Private Hidden Gem in Berkeley Park - Free Parking,270246212,7,0,4.0,7.0,,0,1,1,1,Berkeley,39.77817,-105.03626,Entire guest suite,2,1.0,1 bath,1.0,2.0,193.0,1.0,729.0,1,2,16,35,206,346,37,6,121,36,255,49215.0,2019-12-10,2026-06-28,4.97,4.97,4.97,4.97,4.98,4.94,4.91,2019-BFN-0010815,1,1,0,0,4.33,5.267858159063328,0.19243604004449388,-0.04737345355069897,0.09379357671086296,High,96.5,0,True,False,False,False,2
40282843,Spire Loft/Washer/Dryer/Free Parking/Pool/Gym,75962828,10,0,10.0,0.0,"Broomfield, CO",1,7,1,1,CBD,39.74555,-104.99661,Entire condo,4,1.0,1 bath,1.0,1.0,111.0,29.0,1125.0,1,0,7,17,72,14,3,0,72,3,174,19314.0,2021-02-11,2026-04-12,4.93,5.0,4.79,5.0,5.0,4.93,4.64,not listed,2,2,0,0,0.21,4.718498871295094,0.00778642936596218,-0.09415231518948,-0.6126960026168429,Medium,27.75,0,True,False,False,False,1
40327371,Centrally Located/Peaceful /Luxury/Near DT,311628354,6,7,6.0,6.0,"Denver, CO",0,4,1,1,Northeast Park Hill,39.76513,-104.9195,Entire home,10,1.0,1 bath,3.0,6.0,202.23,29.0,1125.0,1,29,59,89,364,106,0,0,184,0,0,0.0,2019-12-30,2022-09-05,4.9,4.9,4.96,4.92,4.93,4.79,4.87,2019-BFN-0010537,3,3,0,0,1.34,5.314338342602215,0.058954393770856504,-0.042107979246723985,0.15356823793278554,High,20.223,0,True,False,False,False,2
38723467,Updated Home in Vibrant Five Points Neighborhood -,34955862,11,0,9.0,4.0,"Denver, CO",1,75,1,1,Five Points,39.75075,-104.97971,Entire home,4,1.0,1 bath,2.0,2.0,287.67,1.0,1125.0,1,5,12,40,43,61,5,0,43,6,35,10068.0,2019-10-02,2025-11-09,4.97,4.98,4.9,4.95,4.92,4.77,4.75,2019-BFN-0005402,26,26,0,0,0.74,5.665284167171766,0.0339265850945495,0.006633312685196162,0.604893215024205,High,71.9175,0,True,False,False,False,2
38774042,"5 BIG bdrms/huge yard, quiet, central Denver oasis",296528257,6,9,6.0,8.0,"Denver, CO",0,2,1,1,Montclair,39.72877,-104.91649,Entire home,10,2.5,2.5 baths,5.0,5.0,654.66,29.0,1125.0,1,28,58,88,178,33,0,0,178,0,0,0.0,2019-10-28,2023-03-05,5.0,5.0,4.91,4.94,4.97,4.91,4.88,2019-BFN-0007988,1,1,0,0,0.41,6.485642361901082,0.01835372636262514,0.2159915374756382,1.659894065645782,Medium,65.466,0,True,False,False,False,1
38794424,MOKE AND MESY Cozy And Hospitality,290557665,6,10,6.0,10.0,"Denver, CO",0,1,1,1,Gateway - Green Valley Ranch,39.79585,-104.75387,Private room in home,4,1.0,1 private bath,2.0,,30.13,75.0,1125.0,1,30,60,90,270,42,0,0,183,0,0,0.0,2019-10-05,2023-05-31,4.6,4.6,4.6,4.64,4.43,4.52,4.52,2019-BFN-0011800,1,0,1,0,0.51,3.4381719844535166,0.02335928809788654,-0.14028654129592172,-2.259227924123679,Medium,7.5325,1,False,False,True,False,1
40376405,4:20 Bud And Breakfast,248759624,7,3,6.0,5.0,"Denver, CO",0,1,1,1,College View - South Platte,39.66192,-105.01863,Entire home,3,1.0,1 bath,1.0,,,29.0,1125.0,1,0,0,0,0,79,3,0,0,4,174,,2020-02-16,2025-12-01,4.97,4.99,4.95,5.0,5.0,4.91,4.94,2019-BFN-0011551,1,1,0,0,1.02,,0.0439377085650723,,,High,,0,True,False,False,False,2
40399309,Hip Denver Studio - Skyland Neighborhood,3585963,13,9,13.0,4.0,"Denver, CO",1,2,1,1,Skyland,39.75604,-104.95734,Entire guesthouse,2,1.0,1 bath,1.0,1.0,103.67,3.0,1125.0,1,6,9,20,151,414,52,5,70,60,255,26436.0,2019-12-07,2026-06-22,4.95,4.98,4.95,4.96,4.99,4.92,4.92,2019-BFN-0011148,1,1,0,0,5.18,4.650812543866793,0.23025583982202447,-0.09833388904084907,-0.6997422873630698,High,51.835,0,True,False,False,False,2
40428541,Boutique Carriage House-Private 1 br/1 ba,7153720,13,0,7.0,9.0,"Denver, CO",1,2,1,1,Lincoln Park,39.73634,-105.00068,Entire guesthouse,2,1.0,1 bath,1.0,1.0,90.0,29.0,1125.0,1,0,26,56,236,18,3,0,151,3,174,15660.0,2020-05-28,2026-05-09,4.94,5.0,4.83,5.0,4.94,4.56,4.5,not listed,2,2,0,0,0.24,4.51085950651685,0.010011123470522803,-0.10613226756038734,-0.87972534159462,Medium,45.0,0,True,False,False,False,1
40555265,Cap Hill Condo in Historical Poet's Row,42721259,10,10,0.0,0.0,"Denver, CO",0,1,1,1,Capitol Hill,39.733427807598744,-104.9859573167276,Entire rental unit,2,1.0,1 bath,1.0,1.0,157.0,2.0,28.0,1,3,15,29,29,1,1,1,29,0,7,1099.0,2026-06-24,2026-06-24,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2026-BFN-0008800,1,1,0,0,1.0,5.062595033026967,0.0005561735261401557,-0.06791051475796869,-0.1701798606984611,Low,78.5,0,True,False,False,False,0
40589865,"3 Bed plus Office/Desk, Ranch Style/House/Duplex,",104851502,9,7,9.0,7.0,"Denver, CO",1,2,1,1,Virginia Village,39.69198,-104.91856,Private room in home,6,1.0,1 private bath,3.0,3.0,119.32,29.0,180.0,1,14,44,74,164,70,0,0,164,0,0,0.0,2020-01-04,2024-08-10,4.94,4.96,4.96,4.97,4.97,4.93,4.97,2019-BFN-0002693,2,1,1,0,0.89,4.79015486020153,0.0389321468298109,-0.089405972154911,-0.5205446354041782,High,19.886666666666667,0,False,False,True,False,2
40594857,Art Oasis in the City (30-60 day minimum rental),197937,15,10,15.0,5.0,"Denver, CO",0,1,1,1,City Park,39.74286,-104.95255,Entire condo,3,2.0,2 baths,2.0,2.0,,30.0,60.0,1,23,53,83,173,5,0,0,173,0,0,,2020-03-07,2024-05-19,4.4,5.0,3.8,5.0,5.0,5.0,4.8,not listed,1,1,0,0,0.07,,0.0027808676307007787,,,Low,,1,True,False,False,False,0
